rank,self,accum,count,trace,method
325,0.03%,87.28%,9,30178,org.apache.batik.ext.awt.image.codec.png.PNGEncodeParam.filterRow
326,0.03%,87.31%,9,30179,java.util.zip.DeflaterOutputStream.write
327,0.03%,87.34%,9,30197,sun.misc.FDBigInteger.<init>
328,0.03%,87.36%,9,30198,sun.java2d.pisces.Renderer$ScanlineIterator.next
329,0.03%,87.39%,9,30203,java.awt.image.SinglePixelPackedSampleModel.getPixels
330,0.02%,87.41%,8,30065,java.util.LinkedList.isPositionIndex
331,0.02%,87.44%,8,30069,com.sun.org.apache.xerces.internal.impl.XMLEntityScanner.scanQName
332,0.02%,87.46%,8,30072,com.sun.org.apache.xerces.internal.util.XMLChar.isSpace
333,0.02%,87.48%,8,30083,java.awt.geom.AffineTransform.getDeterminant
334,0.02%,87.51%,8,30083,java.lang.String.charAt
335,0.02%,87.53%,8,30088,org.apache.batik.css.engine.CSSEngine.getParentCSSStylableElement
336,0.02%,87.56%,8,30088,org.apache.batik.css.parser.ScannerUtilities.isCSSNameCharacter
337,0.02%,87.58%,8,30091,org.apache.batik.css.engine.CSSEngine.getParentCSSStylableElement
338,0.02%,87.60%,8,30091,java.util.LinkedList$ListItr.<init>
339,0.02%,87.63%,8,30094,org.apache.batik.css.engine.CSSEngine.getParentCSSStylableElement
340,0.02%,87.65%,8,30095,org.apache.batik.css.parser.CSSLexicalUnit.getLexicalUnitType
341,0.02%,87.67%,8,30102,org.apache.batik.dom.AbstractElement.getNodeType
342,0.02%,87.70%,8,30120,sun.java2d.pisces.PiscesTileGenerator.getAlpha
343,0.02%,87.72%,8,30124,sun.java2d.pisces.PiscesTileGenerator.getAlpha
344,0.02%,87.75%,8,30124,sun.java2d.pisces.Renderer$ScanlineIterator.next
345,0.02%,87.77%,8,30129,sun.java2d.pisces.Renderer._endRendering
346,0.02%,87.79%,8,30135,java.lang.Object.clone
347,0.02%,87.82%,8,30137,java.awt.geom.AffineTransform.<init>
348,0.02%,87.84%,8,30138,java.lang.Math.min
349,0.02%,87.87%,8,30144,java.lang.AbstractStringBuilder.<init>
350,0.02%,87.89%,8,30145,com.sun.org.apache.xerces.internal.impl.XMLNSDocumentScannerImpl.scanStartElement
351,0.02%,87.91%,8,30153,com.sun.org.apache.xerces.internal.util.SymbolTable.hash
352,0.02%,87.94%,8,30157,org.apache.batik.dom.svg.SVGPathSegItem.<init>
353,0.02%,87.96%,8,30161,org.apache.batik.gvt.CompositeGraphicsNode.add
354,0.02%,87.98%,8,30161,org.apache.batik.ext.awt.geom.ExtendedGeneralPath.makeRoom
355,0.02%,88.01%,8,30162,org.apache.batik.css.parser.Scanner.endGap
356,0.02%,88.03%,8,30166,org.apache.batik.css.engine.value.FloatValue.getPrimitiveType
357,0.02%,88.06%,8,30170,sun.java2d.pisces.Stroker$PolyStack.<init>
358,0.02%,88.08%,8,30172,sun.java2d.pisces.PiscesCache.addTupleToRow
359,0.02%,88.10%,8,30172,sun.java2d.pisces.Renderer._endRendering
360,0.02%,88.13%,8,30172,sun.java2d.pisces.Renderer._endRendering
361,0.02%,88.15%,8,30184,com.sun.org.apache.xerces.internal.util.SymbolTable.addSymbol
362,0.02%,88.18%,8,30191,org.apache.batik.css.parser.ScannerUtilities.isCSSNameCharacter
363,0.02%,88.20%,8,30192,java.lang.System.arraycopy
364,0.02%,88.22%,8,30197,java.awt.geom.Path2D$Float.needRoom
365,0.02%,88.25%,8,30198,java.util.Arrays.copyOf
366,0.02%,88.27%,8,30208,java.lang.String.hashCode
367,0.02%,88.29%,8,30211,org.apache.batik.css.engine.StyleMap.isComputed
368,0.02%,88.32%,7,30063,org.apache.batik.dom.AbstractDocument.getEventsEnabled
369,0.02%,88.34%,7,30072,com.sun.org.apache.xerces.internal.impl.io.UTF8Reader.read
370,0.02%,88.36%,7,30087,org.apache.batik.dom.GenericText.getNodeType
371,0.02%,88.38%,7,30093,org.apache.batik.css.parser.Scanner.nextToken
372,0.02%,88.40%,7,30094,java.lang.String.charAt
373,0.02%,88.42%,7,30095,org.apache.batik.css.engine.CSSEngine.getParentCSSStylableElement
374,0.02%,88.44%,7,30098,java.net.URL.getPort
375,0.02%,88.46%,7,30109,org.apache.batik.gvt.CompositeShapePainter.getPaintedBounds2D
376,0.02%,88.48%,7,30118,java.awt.geom.Path2D$Double.<init>
377,0.02%,88.50%,7,30122,sun.java2d.pisces.Renderer$ScanlineIterator.next
378,0.02%,88.52%,7,30123,java.lang.System.arraycopy
379,0.02%,88.54%,7,30125,java.lang.Thread.currentThread
380,0.02%,88.57%,7,30125,sun.java2d.pisces.Renderer$ScanlineIterator.next
381,0.02%,88.59%,7,30132,sun.java2d.pipe.RenderingEngine.feedConsumer
382,0.02%,88.61%,7,30133,java.lang.Double.longBitsToDouble
383,0.02%,88.63%,7,30134,java.lang.Float.intBitsToFloat
384,0.02%,88.65%,7,30146,com.sun.org.apache.xerces.internal.util.XMLChar.isSpace
385,0.02%,88.67%,7,30146,com.sun.org.apache.xerces.internal.util.XMLChar.isContent
386,0.02%,88.69%,7,30147,java.util.LinkedList$ListItr.<init>
387,0.02%,88.71%,7,30156,java.lang.String.<init>
388,0.02%,88.73%,7,30158,java.lang.String.charAt
389,0.02%,88.75%,7,30163,org.apache.batik.dom.AbstractElement$NamedNodeHashMap.hashCode
390,0.02%,88.77%,7,30173,sun.java2d.pisces.Renderer$ScanlineIterator.<init>
391,0.02%,88.79%,7,30182,com.sun.org.apache.xerces.internal.util.SymbolTable.hash
392,0.02%,88.82%,7,30195,org.apache.batik.dom.AbstractElement$NamedNodeHashMap.hashCode
393,0.02%,88.84%,7,30204,com.sun.org.apache.xerces.internal.impl.XMLEntityScanner.scanQName
394,0.02%,88.86%,7,30215,java.lang.String.hashCode
395,0.02%,88.88%,7,30216,org.apache.batik.parser.AbstractParser.<init>
396,0.02%,88.90%,7,30218,java.util.ArrayList.calculateCapacity
397,0.02%,88.92%,7,30219,java.awt.geom.Path2D$Double.append
398,0.02%,88.94%,6,30060,java.lang.String.indexOf
399,0.02%,88.96%,6,30063,com.sun.org.apache.xerces.internal.util.SymbolTable.addSymbol
400,0.02%,88.97%,6,30064,java.lang.String.indexOf
401,0.02%,88.99%,6,30067,com.sun.org.apache.xerces.internal.impl.XMLScanner.scanAttributeValue
402,0.02%,89.01%,6,30068,com.sun.org.apache.xerces.internal.impl.XMLEntityScanner.skipSpaces
403,0.02%,89.03%,6,30069,com.sun.org.apache.xerces.internal.util.XMLAttributesImpl.getName
404,0.02%,89.05%,6,30072,com.sun.org.apache.xerces.internal.utils.XMLLimitAnalyzer.getTotalValue
405,0.02%,89.06%,6,30088,java.util.ArrayList.add
406,0.02%,89.08%,6,30088,sun.misc.FDBigInteger.valueOfMulPow52
407,0.02%,89.10%,6,30090,java.lang.String.contains
408,0.02%,89.12%,6,30092,org.apache.batik.bridge.CSSUtilities.getComputedStyle
409,0.02%,89.13%,6,30101,java.lang.String.length
410,0.02%,89.15%,6,30107,java.awt.geom.AffineTransform.<init>
411,0.02%,89.17%,6,30107,java.util.Arrays.copyOf
412,0.02%,89.19%,6,30108,java.lang.Math.max
413,0.02%,89.21%,6,30119,sun.java2d.pisces.Renderer._endRendering
414,0.02%,89.22%,6,30123,sun.java2d.pisces.Renderer.emitRow
415,0.02%,89.24%,6,30134,sun.java2d.pisces.Helpers.widenArray
416,0.02%,89.26%,6,30136,java.util.Arrays.copyOf
417,0.02%,89.28%,6,30146,java.lang.String.<init>
418,0.02%,89.30%,6,30152,com.sun.org.apache.xerces.internal.impl.io.UTF8Reader.read
419,0.02%,89.31%,6,30153,org.apache.batik.dom.AbstractDocument.getNodeType
420,0.02%,89.33%,6,30154,com.sun.org.apache.xerces.internal.util.NamespaceSupport.getURI
421,0.02%,89.35%,6,30163,java.lang.String.length
422,0.02%,89.37%,6,30163,java.lang.String.indexOf
423,0.02%,89.38%,6,30165,org.apache.batik.bridge.CSSUtilities.getComputedStyle
424,0.02%,89.40%,6,30166,org.apache.batik.util.io.StringNormalizingReader.read
425,0.02%,89.42%,6,30169,sun.java2d.pisces.Stroker.emitReverse
426,0.02%,89.44%,6,30170,java.lang.Float.intBitsToFloat
427,0.02%,89.46%,6,30174,java.awt.geom.Path2D$Float.cloneCoordsDouble
428,0.02%,89.47%,6,30190,org.apache.batik.css.engine.CSSEngine.getParentCSSStylableElement
429,0.02%,89.49%,6,30203,org.apache.batik.ext.awt.image.codec.png.CRC.updateCRC
430,0.02%,89.51%,6,30204,org.apache.batik.dom.GenericText.getNodeType
431,0.02%,89.53%,6,30207,com.sun.org.apache.xerces.internal.impl.XMLEntityScanner.skipSpaces
432,0.02%,89.55%,6,30215,java.net.URLStreamHandler.parseURL
433,0.02%,89.56%,6,30220,java.lang.Math.min
434,0.02%,89.58%,6,30221,java.util.Arrays.binarySearch0
435,0.02%,89.60%,6,30231,org.apache.batik.css.parser.Scanner.clearBuffer
436,0.02%,89.62%,6,30234,org.apache.batik.dom.util.DOMUtilities.getPrefix
437,0.02%,89.63%,6,30238,java.util.ArrayList.<init>
438,0.02%,89.65%,6,30242,java.lang.Math.min
439,0.02%,89.67%,6,30256,org.apache.batik.dom.GenericText.getNodeType
440,0.02%,89.69%,6,30261,java.lang.Enum.ordinal
441,0.01%,89.70%,5,30043,sun.nio.ch.FileDispatcherImpl.read0
442,0.01%,89.72%,5,30060,com.sun.org.apache.xerces.internal.impl.XMLEntityScanner.scanLiteral
443,0.01%,89.73%,5,30061,com.sun.org.apache.xerces.internal.utils.XMLSecurityManager.isOverLimit
444,0.01%,89.75%,5,30069,com.sun.org.apache.xerces.internal.util.XMLAttributesImpl.getQName
445,0.01%,89.76%,5,30070,com.sun.org.apache.xerces.internal.utils.XMLLimitAnalyzer.addValue
446,0.01%,89.78%,5,30071,com.sun.org.apache.xerces.internal.util.XMLChar.isNameStart
447,0.01%,89.79%,5,30072,org.apache.batik.dom.AbstractElement.getNodeType
448,0.01%,89.81%,5,30072,com.sun.org.apache.xerces.internal.util.AugmentationsImpl$SmallContainer.clear
449,0.01%,89.82%,5,30073,com.sun.org.apache.xerces.internal.impl.XMLEntityScanner.skipSpaces
450,0.01%,89.84%,5,30092,org.apache.batik.bridge.BridgeContext.isSVG12
451,0.01%,89.85%,5,30093,java.lang.Float.floatToRawIntBits
452,0.01%,89.87%,5,30099,org.apache.batik.parser.NumberParser.parseFloat
453,0.01%,89.88%,5,30101,org.apache.batik.util.io.StringNormalizingReader.read
454,0.01%,89.90%,5,30102,org.apache.batik.dom.svg.AbstractSVGPathSegList$SVGPathSegMovetoLinetoItem.<init>
455,0.01%,89.91%,5,30102,org.apache.batik.util.io.StringNormalizingReader.read
456,0.01%,89.93%,5,30103,java.lang.System.arraycopy
457,0.01%,89.94%,5,30104,org.apache.batik.css.engine.CSSEngine.getComputedStyle
458,0.01%,89.96%,5,30107,java.awt.geom.Path2D$Float.getBounds2D
459,0.01%,89.97%,5,30122,java.lang.Math.max
460,0.01%,89.99%,5,30123,sun.java2d.pisces.Renderer._endRendering
461,0.01%,90.00%,5,30135,java.lang.System.arraycopy
462,0.01%,90.02%,5,30137,java.lang.Object.clone
463,0.01%,90.03%,5,30143,java.awt.image.DataBufferInt.getElem
464,0.01%,90.05%,5,30145,java.util.Arrays.copyOfRange
465,0.01%,90.06%,5,30146,com.sun.org.apache.xerces.internal.impl.XMLEntityScanner.scanChar
466,0.01%,90.08%,5,30147,java.util.LinkedList.linkLast
467,0.01%,90.09%,5,30149,com.sun.org.apache.xerces.internal.impl.XMLEntityScanner.scanQName
468,0.01%,90.11%,5,30149,com.sun.org.apache.xerces.internal.parsers.AbstractSAXParser.characters
469,0.01%,90.12%,5,30151,com.sun.org.apache.xerces.internal.impl.XMLEntityScanner.checkEntityLimit
470,0.01%,90.14%,5,30151,com.sun.org.apache.xerces.internal.impl.XMLEntityScanner.checkBeforeLoad
471,0.01%,90.15%,5,30153,com.sun.org.apache.xerces.internal.util.XMLChar.isNameStart
472,0.01%,90.17%,5,30154,java.lang.String.indexOf
473,0.01%,90.18%,5,30155,org.apache.batik.util.io.StringNormalizingReader.read
474,0.01%,90.19%,5,30155,org.apache.batik.css.parser.Scanner.next
475,0.01%,90.21%,5,30157,org.apache.batik.dom.AbstractElement$NamedNodeHashMap.get
476,0.01%,90.22%,5,30158,org.apache.batik.util.DoublyIndexedTable.<init>
477,0.01%,90.24%,5,30159,java.util.Arrays.copyOf
478,0.01%,90.25%,5,30159,org.apache.batik.dom.GenericText.getNodeType
479,0.01%,90.27%,5,30161,org.apache.batik.parser.NumberParser.parseFloat
480,0.01%,90.28%,5,30161,org.apache.batik.css.engine.CSSEngine.getParentCSSStylableElement
481,0.01%,90.30%,5,30166,org.apache.batik.css.engine.StyleMap.getValue
482,0.01%,90.31%,5,30172,sun.java2d.pisces.PiscesTileGenerator.getAlpha
483,0.01%,90.33%,5,30174,java.lang.Object.hashCode
484,0.01%,90.34%,5,30176,java.lang.Math.min
485,0.01%,90.36%,5,30177,sun.java2d.pisces.PiscesTileGenerator.nextTile
486,0.01%,90.37%,5,30178,org.apache.batik.ext.awt.image.codec.png.PNGEncodeParam.filterRow
487,0.01%,90.39%,5,30179,java.awt.image.SinglePixelPackedSampleModel.getPixels
488,0.01%,90.40%,5,30179,org.apache.batik.ext.awt.image.codec.png.PNGEncodeParam.filterRow
489,0.01%,90.42%,5,30179,org.apache.batik.css.engine.CSSEngine.disposeStyleMaps
490,0.01%,90.43%,5,30180,com.sun.org.apache.xerces.internal.impl.XMLEntityScanner.skipSpaces
491,0.01%,90.45%,5,30180,com.sun.org.apache.xerces.internal.impl.XMLEntityScanner.scanLiteral
492,0.01%,90.46%,5,30181,java.lang.System.arraycopy
493,0.01%,90.48%,5,30181,com.sun.org.apache.xerces.internal.impl.XMLNSDocumentScannerImpl.scanAttribute
494,0.01%,90.49%,5,30182,com.sun.org.apache.xerces.internal.util.SymbolTable.addSymbol
495,0.01%,90.51%,5,30183,com.sun.org.apache.xerces.internal.impl.XMLNSDocumentScannerImpl.scanAttribute
496,0.01%,90.52%,5,30186,org.apache.batik.css.engine.value.FloatValue.<init>
497,0.01%,90.54%,5,30187,org.apache.batik.gvt.CompositeGraphicsNode.invalidateGeometryCache
498,0.01%,90.55%,5,30190,org.apache.batik.css.engine.CSSEngine.getParentCSSStylableElement
499,0.01%,90.57%,5,30191,org.apache.batik.css.engine.StyleMap.getValue
500,0.01%,90.58%,5,30194,java.util.ArrayList.size
501,0.01%,90.60%,5,30195,org.apache.batik.css.engine.value.svg.PointerEventsManager.isInheritedProperty
502,0.01%,90.61%,5,30196,java.util.LinkedList.checkPositionIndex
503,0.01%,90.63%,5,30196,java.lang.String.hashCode
504,0.01%,90.64%,5,30198,sun.java2d.pisces.PiscesCache.addTupleToRow
505,0.01%,90.66%,5,30199,sun.java2d.pisces.Renderer._endRendering
506,0.01%,90.67%,5,30201,java.lang.Math.min
507,0.01%,90.69%,5,30210,org.apache.batik.css.engine.CSSEngine.getCSSNextSibling
508,0.01%,90.70%,5,30213,sun.misc.FDBigInteger.leftShift
509,0.01%,90.72%,5,30214,org.apache.batik.bridge.CSSUtilities.convertVisibility
510,0.01%,90.73%,5,30217,org.apache.batik.css.engine.value.AbstractValue.getCssValueType
511,0.01%,90.75%,5,30218,java.awt.geom.Path2D$Float.lineTo
512,0.01%,90.76%,5,30222,sun.java2d.pisces.Renderer$ScanlineIterator.next
513,0.01%,90.78%,5,30222,java.lang.Double.longBitsToDouble
514,0.01%,90.79%,5,30227,java.io.FileInputStream.readBytes
515,0.01%,90.81%,5,30259,sun.awt.image.BufImgSurfaceData.initRaster
516,0.01%,90.82%,5,30283,java.awt.geom.Path2D$Double.<init>
517,0.01%,90.83%,4,30007,java.lang.ClassLoader.defineClass1
518,0.01%,90.84%,4,30036,java.lang.Thread.currentThread
519,0.01%,90.86%,4,30060,com.sun.org.apache.xerces.internal.impl.XMLEntityScanner.skipSpaces
520,0.01%,90.87%,4,30062,com.sun.org.apache.xerces.internal.impl.XMLEntityScanner.scanQName
521,0.01%,90.88%,4,30064,org.apache.batik.dom.AbstractElement$NamedNodeHashMap.hashCode
522,0.01%,90.89%,4,30065,com.sun.org.apache.xerces.internal.impl.XMLEntityScanner.scanQName
523,0.01%,90.90%,4,30068,com.sun.org.apache.xerces.internal.utils.XMLLimitAnalyzer.addValue
524,0.01%,90.92%,4,30070,com.sun.org.apache.xerces.internal.impl.io.UTF8Reader.read
525,0.01%,90.93%,4,30070,java.lang.System.arraycopy
526,0.01%,90.94%,4,30073,java.util.LinkedList$ListItr.checkForComodification
527,0.01%,90.95%,4,30086,org.apache.batik.css.parser.CSSLexicalUnit.getLexicalUnitType
528,0.01%,90.96%,4,30089,org.apache.batik.bridge.CSSUtilities.getComputedStyle
529,0.01%,90.98%,4,30089,org.apache.batik.css.engine.value.FloatValue.<init>
530,0.01%,90.99%,4,30090,java.util.ArrayList.<init>
531,0.01%,91.00%,4,30092,org.apache.batik.css.engine.CSSEngine.getComputedStyle
532,0.01%,91.01%,4,30096,org.apache.batik.css.parser.ScannerUtilities.isCSSIdentifierStartCharacter
533,0.01%,91.02%,4,30097,org.apache.batik.ext.awt.geom.ExtendedGeneralPath.makeRoom
534,0.01%,91.03%,4,30099,org.apache.batik.css.engine.CSSEngine.getComputedStyle
535,0.01%,91.05%,4,30101,java.util.AbstractList.listIterator
536,0.01%,91.06%,4,30101,org.apache.batik.css.engine.StyleMap.isComputed
537,0.01%,91.07%,4,30103,org.apache.batik.util.io.StringNormalizingReader.read
538,0.01%,91.08%,4,30103,java.util.ArrayList.calculateCapacity
539,0.01%,91.09%,4,30104,org.apache.batik.gvt.event.GraphicsNodeEvent.<init>
540,0.01%,91.11%,4,30121,sun.java2d.pisces.PiscesCache.addRLERun
541,0.01%,91.12%,4,30122,sun.java2d.pisces.Renderer._endRendering
542,0.01%,91.13%,4,30125,sun.java2d.pisces.Renderer._endRendering
543,0.01%,91.14%,4,30132,sun.java2d.pisces.PiscesCache.minTouched
544,0.01%,91.15%,4,30134,sun.java2d.loops.MaskBlit.MaskBlit
545,0.01%,91.17%,4,30136,sun.java2d.pisces.Renderer._endRendering
546,0.01%,91.18%,4,30146,com.sun.org.apache.xerces.internal.util.XMLChar.isSpace
547,0.01%,91.19%,4,30148,com.sun.org.apache.xerces.internal.util.XMLAttributesImpl.setSpecified
548,0.01%,91.20%,4,30149,com.sun.org.apache.xerces.internal.impl.XMLEntityScanner.scanLiteral
549,0.01%,91.21%,4,30150,com.sun.org.apache.xerces.internal.impl.XMLEntityScanner.skipSpaces
550,0.01%,91.23%,4,30151,com.sun.org.apache.xerces.internal.util.NamespaceSupport.getURI
551,0.01%,91.24%,4,30152,com.sun.org.apache.xerces.internal.impl.XMLEntityScanner.scanLiteral
552,0.01%,91.25%,4,30152,com.sun.org.apache.xerces.internal.util.XMLChar.isContent
553,0.01%,91.26%,4,30153,java.lang.Enum.ordinal
554,0.01%,91.27%,4,30153,org.apache.batik.dom.AbstractElement.invalidateElementsByTagName
555,0.01%,91.28%,4,30154,java.lang.String.charAt
556,0.01%,91.30%,4,30154,java.lang.String.charAt
557,0.01%,91.31%,4,30155,org.apache.batik.ext.awt.geom.ExtendedGeneralPath.makeRoom
558,0.01%,91.32%,4,30156,java.util.Arrays.copyOf
559,0.01%,91.33%,4,30157,java.util.ArrayList.add
560,0.01%,91.34%,4,30158,org.apache.batik.gvt.AbstractGraphicsNode.fireGraphicsNodeChangeStarted
561,0.01%,91.36%,4,30158,org.apache.batik.util.io.StringNormalizingReader.read
562,0.01%,91.37%,4,30159,java.util.ArrayList.add
563,0.01%,91.38%,4,30162,org.apache.batik.css.engine.CSSEngine.getComputedStyle
564,0.01%,91.39%,4,30162,org.apache.batik.anim.dom.AbstractSVGAnimatedValue.isSpecified
565,0.01%,91.40%,4,30164,org.apache.batik.bridge.GVTBuilder.buildComposite
566,0.01%,91.42%,4,30165,org.apache.batik.dom.svg.AbstractSVGPathSegList$SVGPathSegArcItem.<init>
567,0.01%,91.43%,4,30165,org.apache.batik.bridge.BridgeContext.isSVG12
568,0.01%,91.44%,4,30166,org.apache.batik.gvt.CompositeGraphicsNode.ensureCapacity
569,0.01%,91.45%,4,30166,org.apache.batik.css.engine.StyleMap.isComputed
570,0.01%,91.46%,4,30168,java.util.ArrayList.add
571,0.01%,91.48%,4,30171,sun.java2d.pisces.PiscesCache.addRLERun
572,0.01%,91.49%,4,30172,java.util.Arrays.fill
573,0.01%,91.50%,4,30174,sun.java2d.pisces.Renderer$ScanlineIterator.next
574,0.01%,91.51%,4,30177,java.awt.geom.Rectangle2D$Float.getWidth
575,0.01%,91.52%,4,30178,org.apache.batik.ext.awt.image.codec.png.PNGEncodeParam.filterRow
576,0.01%,91.54%,4,30179,org.apache.batik.ext.awt.image.codec.png.PNGEncodeParam.filterRow
577,0.01%,91.55%,4,30180,org.apache.batik.dom.AbstractParentNode$ChildNodes.append
578,0.01%,91.56%,4,30183,com.sun.org.apache.xerces.internal.impl.XMLEntityScanner.scanQName
579,0.01%,91.57%,4,30183,com.sun.org.apache.xerces.internal.impl.XMLEntityScanner.skipSpaces
580,0.01%,91.58%,4,30184,com.sun.org.apache.xerces.internal.util.XMLAttributesImpl.addAttributeNS
581,0.01%,91.59%,4,30184,com.sun.org.apache.xerces.internal.parsers.AbstractSAXParser$AttributesProxy.getQName
582,0.01%,91.61%,4,30185,com.sun.org.apache.xerces.internal.impl.XMLEntityScanner.checkEntityLimit
583,0.01%,91.62%,4,30186,org.apache.batik.bridge.BridgeContext.isSVG12
584,0.01%,91.63%,4,30186,org.apache.batik.dom.AbstractElement$NamedNodeHashMap.hashCode
585,0.01%,91.64%,4,30187,org.apache.batik.bridge.CSSUtilities.getComputedStyle
586,0.01%,91.65%,4,30189,java.lang.System.arraycopy
587,0.01%,91.67%,4,30189,org.apache.batik.ext.awt.geom.ExtendedGeneralPath.checkMoveTo
588,0.01%,91.68%,4,30189,org.apache.batik.css.parser.Scanner.nextChar
589,0.01%,91.69%,4,30190,java.util.Arrays.copyOfRange
590,0.01%,91.70%,4,30192,org.apache.batik.css.engine.value.FloatValue.<init>
591,0.01%,91.71%,4,30192,org.apache.batik.css.engine.CSSEngine.getComputedStyle
592,0.01%,91.73%,4,30194,java.lang.String.hashCode
593,0.01%,91.74%,4,30194,org.apache.batik.bridge.PaintServer.convertFillPaint
594,0.01%,91.75%,4,30194,org.apache.batik.bridge.CSSUtilities.getComputedStyle
595,0.01%,91.76%,4,30195,org.apache.batik.css.parser.Scanner.clearBuffer
596,0.01%,91.77%,4,30197,java.lang.Math.max
597,0.01%,91.79%,4,30199,sun.java2d.pisces.Renderer.emitRow
598,0.01%,91.80%,4,30199,org.apache.batik.ext.awt.MultipleGradientPaintContext.calculateSingleArrayGradient
599,0.01%,91.81%,4,30200,java.util.Arrays.copyOf
600,0.01%,91.82%,4,30200,sun.java2d.pisces.Renderer.emitRow
601,0.01%,91.83%,4,30201,java.lang.Object.getClass
602,0.01%,91.84%,4,30201,sun.java2d.pisces.PiscesCache.startRow
603,0.01%,91.86%,4,30202,sun.java2d.pisces.Renderer._endRendering
604,0.01%,91.87%,4,30203,java.awt.image.SinglePixelPackedSampleModel.getPixels
605,0.01%,91.88%,4,30204,com.sun.org.apache.xerces.internal.util.XMLAttributesImpl.getLength
606,0.01%,91.89%,4,30204,com.sun.org.apache.xerces.internal.util.XMLAttributesImpl.getName
607,0.01%,91.90%,4,30206,java.lang.Enum.ordinal
608,0.01%,91.92%,4,30206,com.sun.org.apache.xerces.internal.impl.XMLEntityScanner.scanQName
609,0.01%,91.93%,4,30207,com.sun.org.apache.xerces.internal.utils.XMLSecurityManager.isOverLimit
610,0.01%,91.94%,4,30208,com.sun.org.apache.xerces.internal.impl.XMLNSDocumentScannerImpl.scanStartElement
611,0.01%,91.95%,4,30209,com.sun.org.apache.xerces.internal.util.XMLChar.isContent
612,0.01%,91.96%,4,30210,java.lang.String.charAt
613,0.01%,91.98%,4,30214,org.apache.batik.css.engine.StyleMap.isComputed
614,0.01%,91.99%,4,30217,java.util.Arrays.copyOfRange
615,0.01%,92.00%,4,30220,sun.java2d.pisces.PiscesCache.addTupleToRow
616,0.01%,92.01%,4,30220,java.lang.Object.hashCode
617,0.01%,92.02%,4,30221,java.util.Arrays.binarySearch0
618,0.01%,92.04%,4,30226,com.sun.org.apache.xerces.internal.utils.XMLSecurityManager.isOverLimit
619,0.01%,92.05%,4,30231,org.apache.batik.anim.dom.SVGOMAnimatedPathData.check
620,0.01%,92.06%,4,30232,org.apache.batik.ext.awt.MultipleGradientPaint.<init>
621,0.01%,92.07%,4,30233,org.apache.batik.dom.svg.AbstractSVGItem.setParent
622,0.01%,92.08%,4,30234,org.apache.batik.gvt.AbstractGraphicsNode.invalidateGeometryCache
623,0.01%,92.10%,4,30238,org.apache.batik.css.parser.ScannerUtilities.isCSSNameCharacter
624,0.01%,92.11%,4,30238,org.apache.batik.css.engine.CSSEngine.getComputedStyle
625,0.01%,92.12%,4,30238,java.lang.String.hashCode
626,0.01%,92.13%,4,30243,sun.java2d.pisces.PiscesCache.addRLERun
627,0.01%,92.14%,4,30243,sun.java2d.pisces.Renderer._endRendering
628,0.01%,92.15%,4,30244,org.apache.batik.ext.awt.MultipleGradientPaintContext.interpolate
629,0.01%,92.17%,4,30246,org.apache.batik.dom.AbstractAttr.setOwnerElement
630,0.01%,92.18%,4,30253,java.lang.String.charAt
631,0.01%,92.19%,4,30254,java.util.Arrays.copyOf
632,0.01%,92.20%,4,30258,sun.java2d.pisces.PiscesCache.startRow
633,0.01%,92.21%,4,30260,org.apache.batik.ext.awt.image.GraphicsUtil.copyData_INT_PACK














































































































































































































































































































































































